Day,File_Id,opp_evt,flow_rate
2012_031,1,0.00695794382316967,1754.56274919978
2012_031,2,0.006694286960314,1775.62810654242
2012_031,3,0.00643346669830041,1759.84025779536
2012_031,4,0.00653358065343825,1738.68539286
2012_031,5,0.00665639013452915,1722.74056042062
2012_031,6,0.0066482739255743,1728.06302018688
2012_031,7,0.00669966715029444,1738.68539286
2012_031,8,0.00687949150696864,1738.68539286
2012_031,9,0.00698103266596417,1738.68539286
2012_031,10,0.00719297223662907,1733.37796067826
2012_031,11,0.0074034367177582,1738.68539286
2012_031,12,0.00747958896396396,1738.68539286
2012_031,13,0.00726098744292237,1749.27777615552
2012_031,14,0.00732225921196644,1738.68539286
2012_031,15,0.00764753654574986,1749.27777615552
2012_031,16,0.00753993008722237,1754.56274919978
2012_031,17,0.00782311288715812,1765.1103129075
2012_031,18,0.00794074704609002,1754.56274919978
2012_031,19,0.00798737526968716,1754.56274919978
2012_031,20,0.00772493162661406,1759.84025779536
2012_031,21,0.00782298657718121,1759.84025779536
2012_031,22,0.00765183521101574,1765.1103129075
2012_031,23,0.00761467156343745,1770.37292550144
2012_031,24,0.0075855040818118,1749.27777615552
2012_031,25,0.00767365387999296,1717.41057041424
2012_031,26,0.00743976101013632,1712.0730392025
2012_031,27,0.00752738219667276,1717.41057041424
2012_031,28,0.00800318261633011,1717.41057041424
2012_031,29,0.00713428402314977,1728.06302018688
2012_031,30,0.00723239082828358,1738.68539286
2012_031,31,0.0074376363434472,1743.98532769734
2012_031,32,0.00746911609266273,1738.68539286
2012_031,33,0.00742017678111969,1733.37796067826
2012_031,34,0.00838472432866447,1712.0730392025
2012_031,35,0.00903833103417586,1712.0730392025
2012_031,36,0.00919717688575209,1717.41057041424
2012_031,37,0.00918421345811052,1712.0730392025
2012_031,38,0.0091304038575164,1712.0730392025
2012_031,39,0.00909539125815335,1712.0730392025
2012_031,40,0.00881201966546112,1712.0730392025
2012_031,41,0.00864631836026659,1712.0730392025
2012_031,42,0.00858546291471377,1712.0730392025
2012_031,43,0.00809709299432331,1717.41057041424
2012_031,44,0.00807455299390131,1712.0730392025
2012_031,45,0.00873229608783909,1717.41057041424
2012_031,46,0.00862633225208526,1717.41057041424
2012_031,47,0.00918576293024112,1701.37530930198
2012_031,48,0.0088330258302583,1706.72795582016
2012_031,49,0.00860573998689875,1712.0730392025
2012_031,50,0.00870220828662182,1712.0730392025
2012_031,51,0.00948128157747006,1706.72795582016
2012_031,52,0.00912064298603856,1706.72795582016
2012_031,53,0.00866215097018457,1706.72795582016
2012_031,54,0.00872201271987895,1701.37530930198
2012_031,55,0.0086570746936852,1706.72795582016
2012_031,56,0.00871472905367496,1706.72795582016
2012_031,57,0.00900804368248004,1706.72795582016
2012_031,58,0.00895692647336607,1706.72795582016
2012_031,59,0.00893819911839985,1701.37530930198
2012_031,60,0.00882066016699877,1701.37530930198
2012_031,61,0.00875176064744079,1701.37530930198
2012_031,62,0.00825338260785824,1701.37530930198
2012_031,63,0.00830049206918543,1701.37530930198
2012_031,64,0.0083788251033719,1701.37530930198
2012_031,65,0.00846661185768818,1706.72795582016
2012_031,66,0.00856136921387007,1706.72795582016
2012_031,67,0.00835699378761406,1701.37530930198
2012_031,68,0.00825892857142857,1701.37530930198
2012_031,69,0.00862380391490188,1706.72795582016
2012_031,70,0.00892092341472831,1706.72795582016
2012_031,71,0.00896506539719177,1706.72795582016
2012_031,72,0.0094329260953298,1706.72795582016
2012_031,73,0.00917855415860735,1706.72795582016
2012_031,74,0.00912236670844582,1706.72795582016
2012_031,75,0.00945073841187241,1706.72795582016
2012_031,76,0.00918677022023922,1706.72795582016
2012_031,77,0.00934058108621344,1701.37530930198
2012_031,78,0.00918883730794608,1706.72795582016
2012_031,79,0.00950132852533688,1706.72795582016
2012_031,80,0.00932676829845659,1706.72795582016
2012_031,81,0.00950024872086413,1701.37530930198
2012_031,82,0.0095362912763743,1706.72795582016
2012_031,83,0.00963369693396226,1706.72795582016
2012_031,84,0.00975933056872038,1706.72795582016
2012_031,85,0.0100573195344035,1706.72795582016
2012_031,86,0.00990239331704107,1706.72795582016
2012_031,87,0.0101103807369711,1712.0730392025
2012_031,88,0.00989965758260378,1717.41057041424
2012_031,89,0.00991493754093759,1712.0730392025
2012_031,90,0.00996394908800301,1717.41057041424
2012_031,91,0.00998391217942652,1701.37530930198
2012_031,92,0.00994130875011774,1701.37530930198
2012_031,93,0.0097355082809823,1701.37530930198
2012_031,94,0.00900482011290786,1706.72795582016
2012_031,95,0.00939089643919762,1701.37530930198
2012_031,96,0.00963159430995044,1701.37530930198
2012_031,97,0.00947039379984808,1701.37530930198
2012_031,98,0.00991498487569714,1706.72795582016
2012_031,99,0.0102351173675793,1712.0730392025
2012_031,100,0.00970457842036309,1706.72795582016
2012_031,101,0.00972376579316799,1712.0730392025
2012_031,102,0.00958883588683147,1706.72795582016
2012_031,103,0.00969034945478473,1706.72795582016
2012_031,104,0.00937926430453604,1701.37530930198
2012_031,105,0.00940963669950739,1696.01508868272
2012_031,106,0.00925934132161089,1701.37530930198
2012_031,107,0.00921699934568191,1696.01508868272
